id,label,lat,lon,name,type,weight,discharge,elevation,max_supply_head,disuse,use_pump,ind_ratio
297,UTW010,52.11224302,5.036308532,UTW010,demand,1,0,0,0,0,0,0.3
298,UTW011,52.14134616,5.054821862,UTW011,demand,1,0.03121814,0,0,0,0,0.3
299,UTW012,52.10419382,5.093632113,UTW012,demand,1,44.83561894,0,0,0,0,0.3
300,UTW013,52.11891131,5.129920534,UTW013,demand,1,9.89E-04,0,0,0,0,0.3
301,UTW014,52.07367251,5.129101832,UTW014,demand,1,0,0,0,0,0,0.3
302,UTW015,52.0339252,5.104877627,UTW015,demand,1,0.041645613,0,0,0,0,0.3
303,UTW016,52.01896441,5.064719928,UTW016,demand,1,0.010995803,0,0,0,0,0.3
304,UTW017,52.10417455,5.192666113,UTW017,demand,1,0.007497343,0,0,0,0,0.3
305,UTW018,52.13772592,5.234689856,UTW018,demand,1,0.133630942,0,0,0,0,0.3
306,UTW019,52.1229286,5.291294405,UTW019,demand,1,0.46539941,0,0,0,0,0.3
307,UTW020,52.02786968,5.179345194,UTW020,demand,1,3.711902982,0,0,0,0,0.3
308,UTZ001,52.08673199,5.224388488,UTZ001,demand,1,0.009294661,0,0,0,0,0.3
309,UTZ002,52.09741842,5.244868291,UTZ002,demand,1,0.045636611,0,0,0,0,0.3
310,UTZ003,52.0615171,5.2852147,UTZ003,demand,1,0.147846568,0,0,0,0,0.3
311,UTZ004,52.06477585,5.358822702,UTZ004,demand,1,0.28320961,0,0,0,0,0.3
312,UTZ005,52.03601891,5.345564543,UTZ005,demand,1,0.050573399,0,0,0,0,0.3
313,UTZ006,51.99608816,5.315883535,UTZ006,demand,1,0.011412281,0,0,0,0,0.3
314,UTZ007,51.98096819,5.32876053,UTZ007,demand,1,1.099307405,0,0,0,0,0.3
315,UTZ008,52.07816893,5.412729314,UTZ008,demand,1,0.152405191,0,0,0,0,0.3
316,UTZ009,52.00253126,5.461690922,UTZ009,demand,1,0.692118686,0,0,0,0,0.3
317,UTZ010,52.07442989,5.457390282,UTZ010,demand,1,0,0,0,0,0,0.3
318,UTZ011,52.07662635,5.499637548,UTZ011,demand,1,0.350683633,0,0,0,0,0.3
319,UTZ012,52.03170857,5.542936211,UTZ012,demand,1,0.010851453,0,0,0,0,0.3
320,UTZ013,52.02842527,5.581116162,UTZ013,demand,1,0,0,0,0,0,0.3
321,UTZ014,52.01285943,5.543672029,UTZ014,demand,1,0.004354356,0,0,0,0,0.3
322,UTZ015,51.99058476,5.515481135,UTZ015,demand,1,0.004571067,0,0,0,0,0.3
323,UTZ016,51.96349208,5.565573005,UTZ016,demand,1,6.68E-04,0,0,0,0,0.3
324,AMB,52.14465419,5.367142214,AMB,supply,1,1.5,0,0,0,0,0.3
325,AME,52.22758364,5.927739225,AME,supply,1,7,0,0,0,0,0.3
326,AMH,52.15995021,5.415391226,AMH,supply,1,8.3,0,0,0,0,0.3
327,ARC,52.47600209,6.422333512,ARC,supply,1,4,0,0,0,0,0.3
328,BNK,52.06059945,5.192141483,BNK,supply,1,3.5,0,0,0,0,0.3
329,BOE,52.45553265,6.006758281,BOE,supply,1,5,0,0,0,0,0.3
330,BRB,52.41980791,5.72631002,BRB,supply,1,8,0,0,0,0,0.3
331,BRS,52.11435334,5.206651627,BRS,supply,1,8,0,0,0,0,0.3
332,BSP,52.00940898,4.980383445,BSP,supply,1,3,0,0,0,0,0.3
333,BTH,52.1306908,5.22317629,BTH,supply,1,2,0,0,0,0,0.3
334,CAB,52.00959989,5.841009844,CAB,supply,1,10,0,0,0,0,0.3
335,COR,51.95918731,6.651753251,COR,supply,1,3.8,0,0,0,0,0.3
336,CTB,52.2681128,6.149243091,CTB,supply,1,2.2,0,0,0,0,0.3
337,CTH,51.98976475,5.308526953,CTH,supply,1,3,0,0,0,0,0.3
338,CUL,51.94902789,5.233689456,CUL,supply,1,2,0,0,0,0,0.3
339,DIE,52.30362102,6.144221469,DIE,supply,1,7.2,0,0,0,0,0.3
340,DIN,51.88172226,6.503177529,DIN,supply,1,2,0,0,0,0,0.3
341,DMR,52.08619511,5.021426934,DMR,supply,1,1.9,0,0,0,0,0.3
342,DRB,52.06067988,5.306593481,DRB,supply,1,0.9,0,0,0,0,0.3
343,DRN,52.04296061,5.330982034,DRN,supply,1,1.6,0,0,0,0,0.3
344,DRU,51.87348922,5.609607969,DRU,supply,1,6.3,0,0,0,0,0.3
345,EDE,52.05649355,5.681784265,EDE,supply,1,3.5,0,0,0,0,0.3
346,EER,52.10454744,6.042585126,EER,supply,1,1.8,0,0,0,0,0.3
347,EIB,52.09396543,6.606074167,EIB,supply,1,7.9,0,0,0,0,0.3
348,ELL,52.03937953,6.0913188,ELL,supply,1,6,0,0,0,0,0.3
349,EMD,52.26075957,5.337164333,EMD,supply,1,5,0,0,0,0,0.3
350,ENG,52.49824811,6.072638873,ENG,supply,1,14,0,0,0,0,0.3
351,EPE,52.37727536,5.973414447,EPE,supply,1,6,0,0,0,0,0.3
352,ESP,52.2975551,6.381979375,ESP,supply,1,4.5,0,0,0,0,0.3
353,FIK,51.94746161,5.802608505,FIK,supply,1,24,0,0,0,0,0.3
354,FLE,52.32083419,5.469217294,FLE,supply,1,11,0,0,0,0,0.3
355,GOO,52.23445656,6.570228234,GOO,supply,1,1.5,0,0,0,0,0.3
356,GRK,52.12940495,5.136212831,GRK,supply,1,10,0,0,0,0,0.3
357,HAB,52.77260408,6.193383346,HAB,supply,1,6.3,0,0,0,0,0.3
358,HAE,52.40326356,5.861946412,HAE,supply,1,3,0,0,0,0,0.3
359,HAM,52.47831272,6.53552931,HAM,supply,1,5,0,0,0,0,0.3
360,HAR,52.33174078,5.65502749,HAR,supply,1,5,0,0,0,0,0.3
361,HEE,51.90026347,6.241940852,HEE,supply,1,4.7,0,0,0,0,0.3
362,HER,52.23598775,6.536215204,HER,supply,1,4,0,0,0,0,0.3
363,HET,52.04807838,6.353982053,HET,supply,1,5.4,0,0,0,0,0.3
364,HEU,51.90096033,5.394627783,HEU,supply,1,14.4,0,0,0,0,0.3
365,HHE,52.39042106,6.560739651,HHE,supply,1,2.5,0,0,0,0,0.3
366,HOE,52.12260506,5.886400952,HOE,supply,1,3.2,0,0,0,0,0.3
367,HOL,52.22772285,5.431928698,HOL,supply,1,12.2,0,0,0,0,0.3
368,HOT,52.29258794,6.453784368,HOT,supply,1,2.5,0,0,0,0,0.3
369,HRB,52.36743938,5.545094185,HRB,supply,1,10,0,0,0,0,0.3
370,HSS,52.28766768,6.793635917,HSS,supply,1,0.7,0,0,0,0,0.3
371,KOL,51.84392924,5.235021129,KOL,supply,1,6,0,0,0,0,0.3
372,LIN,52.06642696,4.964157821,LIN,supply,1,10,0,0,0,0,0.3
373,LRN,52.24138344,5.203177906,LRN,supply,1,2,0,0,0,0,0.3
374,LRS,52.00883385,5.441718308,LRS,supply,1,0.8,0,0,0,0,0.3
375,LSD,52.20451392,5.1431036,LSD,supply,1,3.7,0,0,0,0,0.3
376,LSr,52.1044903,5.037653939,LSr,supply,1,5,0,0,0,0,0.3
377,MAN,52.45342182,6.794296673,MAN,supply,1,3,0,0,0,0,0.3
378,MUN,51.79547077,5.903638924,MUN,supply,1,1,0,0,0,0,0.3
379,NBG,53.22124164,5.998275684,NBG,supply,1,26.5,0,0,0,0,0.3
380,NWG,52.01811862,5.071004832,NWG,supply,1,2.5,0,0,0,0,0.3
381,NYV,52.36136901,6.44250279,NYV,supply,1,6,0,0,0,0,0.3
382,OHP,52.90173455,6.052417791,OHP,supply,1,6.5,0,0,0,0,0.3
383,OOS,51.98034991,5.853042972,OOS,supply,1,2,0,0,0,0,0.3
384,PIN,52.00812175,5.97596796,PIN,supply,1,2,0,0,0,0,0.3
385,PUT,52.2450375,5.610872796,PUT,supply,1,3.5,0,0,0,0,0.3
386,RHN,51.97370532,5.557740061,RHN,supply,1,2,0,0,0,0,0.3
387,ROD,52.38982378,7.040120443,ROD,supply,1,1.5,0,0,0,0,0.3
388,SCH,52.14173741,5.989239508,SCH,supply,1,4.5,0,0,0,0,0.3
389,SHR,52.26984339,6.199803618,SHR,supply,1,2,0,0,0,0,0.3
390,SIJ,51.95824277,5.925790043,SIJ,supply,1,5.5,0,0,0,0,0.3
391,SPB,52.91699889,5.696176223,SPB,supply,1,27.5,0,0,0,0,0.3
392,STD,52.14371576,5.30019018,STD,supply,1,9,0,0,0,0,0.3
393,STJ,52.67881942,6.013066273,STJ,supply,1,5,0,0,0,0,0.3
394,SWK,51.9939357,5.187641937,SWK,supply,1,0,0,0,0,0,0.3
395,TUL,52.00625859,5.127859586,TUL,supply,1,6,0,0,0,0,0.3
396,TWE,52.2546658,6.085332978,TWE,supply,1,2,0,0,0,0,0.3
397,TWS,52.95430612,6.309609787,TWS,supply,1,7.5,0,0,0,0,0.3
398,VED,52.50747054,6.239005673,VED,supply,1,8,0,0,0,0,0.3
399,VEL,51.78982339,5.300964082,VEL,supply,1,4,0,0,0,0,0.3
400,VND,52.02498054,5.546599137,VND,supply,1,3,0,0,0,0,0.3
401,VOR,52.12259808,6.349080937,VOR,supply,1,3,0,0,0,0,0.3
402,WAG,51.96841493,5.710412288,WAG,supply,1,3.6,0,0,0,0,0.3
403,WDB,52.08130547,5.457882425,WDB,supply,1,3.4,0,0,0,0,0.3
404,WEE,52.33576421,6.87329869,WEE,supply,1,1,0,0,0,0,0.3
405,WIE,52.36140503,6.572613213,WIE,supply,1,8,0,0,0,0,0.3
406,WIT,52.5635554,6.400243795,WIT,supply,1,5,0,0,0,0,0.3
407,WWE,52.24770338,6.878617635,WWE,supply,1,2.4,0,0,0,0,0.3
408,ZOE,51.91470284,5.373947513,ZOE,supply,1,5,0,0,0,0,0.3
409,ZST,52.09921714,5.24578199,ZST,supply,1,5,0,0,0,0,0.3
410,ZUT,52.24442117,6.171064964,ZUT,supply,1,2.6,0,0,0,0,0.3
